-93,5
92,44
-49,68
65,35
-65,34
-46,31
8,-13
-23,-7
47,46
-10,8
-50,-18
12,-41
-51,-58
-1,78
-39,44
42,9
-78,81
63,66
100,57
-68,41
-96,25
-46,-84
16,-33
22,53
-33,-62
-77,-92
-28,32
13,-45
-57,51
47,4
88,-75
13,20
39,44
-26,36
-79,-56
-51,22
35,58
31,-21
75,62
-22,49
54,7
98,-79
-73,86
39,-6
72,-41
78,65
-32,73
4,-97
82,-16
-81,27
100,12
21,28
-76,-100
37,25
-90,2
-15,-71
17,56
81,-77
-58,89
6,60
-66,39
-91,-47
89,-14
81,45
61,7
-78,-94
24,67
92,-17
-35,-66
-48,26
-32,44
14,-96
-27,100
-34,-52
52,90
83,15
-93,91
-91,-81
22,73
-66,84
-18,41
-38,93
-35,31
-58,75
-68,-32
-75,-71
-33,-29
97,54
29,-30
3,7
-19,87
78,-28
-31,-76
-11,-12
50,72
-77,-60
59,27
-40,-17
97,-60
10,-40
2,22
30,33
-79,74
92,-75
84,-80
-15,79
-57,-39
47,-71
100,-29
-10,-36
-73,38
20,2
76,-78
-26,-69
80,-45
-37,-33
-57,-63
90,29
-52,-39
-83,-51
27,21
49,-94
54,-56
85,-54
60,88
-88,3
-83,-52
74,-81
24,-84
14,82
75,-46
-70,92
-75,-18
75,-45
53,-28
-79,1
-56,-30
67,9
-90,-30
-78,-44
11,-61
99,35
-27,87
-58,13
94,4
29,-80
-66,-70
59,2
98,31
95,35
-65,-46
-95,46
-83,67
63,71
17,89
-42,-43
-93,22
29,-30
-60,65
-42,75
56,7
-89,-73
2,0
-40,20
14,-21
2,56
-11,79
-91,-93
23,45
3,-62
-36,80
9,14
94,34
-76,75
-37,12
83,-35
84,-42
-97,-73
-87,-6
90,-41
17,-50
-1,-39
100,26
16,78
-75,53
0,43
37,32
-52,65
-87,-92
-35,-21
70,-22
-80,17
-58,-77
-22,-63
3,72
-66,87
49,76
24,86
50,15
-45,-85
90,49
-98,-34
14,-37
92,-86
-99,-12
66,-95
-5,-72
-79,21
-12,-34
68,-72
99,98
30,-59
38,-88
-31,-85
-87,-36
-98,64
-34,24
-94,70
-32,-5
-2,38
-15,36
77,18
-50,-49
-17,45
-28,-15
39,39
-85,62
-39,-70
-91,35
57,-90
57,-85
77,10
8,-21
-41,82
70,-17
74,-27
87,40
-2,70
64,45
41,21
44,95
-97,-13
75,78
-48,-71
-20,28
70,-95
-51,41
-69,-68
59,-61
-61,97
-26,92
-44,-65
-76,-4
-16,-35
-68,-70
84,-40
-58,23
22,50
80,-32
67,89
-29,-87
-85,93
-60,18
-23,67
-53,-60
78,-17
45,15
-54,5
4,-72
-80,-7
67,54
-73,-69
-2,-77
87,81
-68,80
25,19
-18,-86
61,38
79,43
-45,-82
-85,38
-55,-27
-82,-52
-30,-73
38,72
42,8
65,-21
50,71
-63,-42
-52,95
-71,83
-27,4
-78,82
-92,85
-84,41
64,65
-25,-80
64,66
-55,20
4,-74
-86,88
-83,19
10,-24
-39,-8
86,-75
-7,77
56,-49
-86,-3
73,79
11,-73
78,51
-71,-59
-52,80
81,41
-42,78
75,84
-74,49
78,27
89,45
23,-28
-45,18
-48,-8
-1,-5
90,18
-71,-10
55,45
-91,26
41,76
52,33
8,34
86,73
47,-46
-38,55
-18,-21
-20,-92
26,-40
53,72
99,-49
-68,29
-10,-49
-21,-73
83,74
24,43
-82,35
86,-91
-9,-44
-47,96
22,-42
98,16
35,8
59,-5
27,-27
84,-75
54,60
-74,0
-53,-35
87,13
67,33
-58,99
-80,79
51,70
-76,77
76,-60
-37,-4
10,71
-5,1
-12,56
-95,92
-58,43
-22,-26
-56,-41
-67,80
-74,-14
-68,98
80,-95
71,-73
-59,77
34,52
62,-74
58,25
-42,-35
-50,31
-75,-29
-2,71
-79,-97
-19,-72
42,94
-37,-5
-41,7
-46,13
-62,90
13,-39
-60,-69
-96,93
24,89
-50,76
6,72
-50,-75
-81,-70
78,-64
100,12
-87,-86
-25,88
100,67
48,53
-67,100
-79,11
47,39
25,31
51,-14
-49,-16
-77,49
5,-26
-32,88
-73,43
-34,-23
-47,79
-35,-91
-16,-39
54,-62
36,-69
36,44
-76,-67
-81,92
-20,14
-52,82
-59,88
-96,-94
6,88
-68,86
-19,-62
-78,-54
-47,49
71,48
14,52
-31,-94
-28,54
-52,95
-75,45
6,-92
-38,-76
2,-98
-19,-11
65,90
49,39
-85,59
17,-41
67,84
-26,75
-80,33
92,8
40,-55
94,54
-81,74
15,57
-56,-54
-60,27
-34,-67
-58,4
19,-100
-33,66
-66,-87
65,-25
-67,79
60,-66
-66,-56
-55,3
-94,88
27,-9
-66,-17
-36,-10
8,-51
64,1
-64,43
6,-39
27,-84
-8,38
-58,-76
46,-24
-72,-97
71,19
82,21
-5,-76
44,46
4,-68
-76,-28
42,-11
-95,-85
87,-43
-48,52
32,10
-9,-27
-62,41
47,-59
-25,59
85,-19
52,-58
78,74
-45,-23
-16,-2
47,-25
-42,-21
15,-77
6,-98
-52,16
3,-43
-9,15
57,-7
37,-32
85,-29
-38,49
88,29
44,-66
-23,85
32,95
83,-10
-40,34
61,99
-75,-32
-94,59
-14,-86
14,-75
-72,-32
18,-56
86,-54
49,5
6,89
59,13
75,42
-22,6
-71,-79
-31,-68
-46,29
-12,-6
-61,32
56,-10
-68,17
55,91
-7,-31
-100,85
90,-88
77,-9
4,37
-26,-28
-22,-58
23,-46
41,25
83,6
30,-87
44,-95
92,-78
-51,-33
-90,97
-57,-46
34,53
-19,-75
50,21
40,43
-44,71
41,18
-27,-84
10,19
52,79
-70,75
-15,54
83,37
-82,-14
-84,-58
36,-45
42,-6
-22,-51
-7,56
-49,52
-39,52
-67,91
-77,-71
72,73
-42,48
-47,95
55,48
0,36
91,-46
55,79
-57,-83
21,2
49,38
60,-73
94,-67
-10,3
3,82
-82,-87
-86,-47
81,-71
48,77
9,-8
47,-83
66,67
6,10
25,-21
53,-23
-31,75
13,-91
1,-35
93,81
-66,81
76,-48
-12,73
-36,5
7,45
-2,90
1,11
-74,-54
-53,-33
-93,-94
43,-28
-99,82
-17,29
-71,-30
24,-36
39,81
-36,-75
29,59
-98,21
58,70
48,-35
72,55
-9,-94
-22,57
22,-17
24,-74
26,83
13,36
-44,-70
-73,-21
30,-64
33,8
36,-17
59,-34
-81,-68
29,3
-17,85
76,-100
-70,-43
-86,45
50,-31
-85,-83
-16,34
-74,-62
-31,75
85,50
29,29
16,-14
-81,-68
-99,10
-3,97
-45,-72
9,-2
-42,-74
74,-39
96,-26
-11,6
97,98
3,79
53,-60
-91,-30
28,62
-82,87
-34,18
-39,50
45,86
-24,-70
-46,29
95,-82
12,-1
-33,30
-65,-19
-14,-1
25,50
91,-12
27,71
46,-57
-85,67
92,93
-85,-37
-86,53
-85,64
1,-47
-13,-31
9,96
79,-41
51,5
80,65
-11,57
93,-67
-73,53
-59,21
46,-54
65,91
29,-69
-68,-35
-81,66
84,-14
-96,20
69,78
-79,-27
-64,9
54,29
15,-99
-60,-80
48,60
92,72
-88,-50
-27,-62
-73,-75
-87,20
