92,73,71
18,35,97
73,19,58
85,27,46
85,45,23
32,62,78
99,44,98
55,20,21
22,13,96
84,67,45
41,60,34
62,83,24
75,12,47
18,35,97
93,74,47
79,68,37
30,90,74
20,86,23
73,51,85
20,40,70
96,63,86
90,95,45
40,62,38
74,68,76
92,78,50
15,79,36
85,44,50
32,62,78
34,90,75
36,68,50
64,73,17
25,39,94
63,44,26
13,28,30
74,36,35
97,50,96
18,35,97
90,95,45
48,24,28
94,65,20
67,90,81
66,10,48
62,91,22
25,63,77
92,51,79
49,84,24
16,29,41
26,54,97
20,50,63
33,26,72
60,18,60
93,97,50
92,51,79
81,86,89
58,29,87
15,79,36
49,37,55
72,25,74
22,13,96
24,37,11
63,96,72
63,58,50
59,89,54
64,84,58
81,63,25
74,36,35
47,76,42
47,91,88
58,29,87
93,74,47
57,64,63
28,62,59
97,50,96
43,10,58
49,37,55
68,58,56
46,24,71
75,57,37
79,77,55
22,23,15
92,78,50
85,45,23
81,63,25
18,35,97
33,23,30
74,36,35
38,34,58
39,93,92
63,58,50
76,51,97
63,44,26
28,24,84
68,10,36
41,60,34
20,56,11
63,44,26
58,29,87
84,13,26
79,42,24
63,85,29
36,68,50
74,60,75
46,24,71
74,36,35
81,86,89
57,65,22
22,13,96
42,22,58
18,38,26
90,32,50
63,98,91
84,13,26
12,18,11
12,28,73
84,24,48
32,55,53
68,58,56
18,70,38
90,95,45
22,90,44
49,84,24
39,93,92
11,73,12
20,40,70
14,48,50
31,84,23
87,75,48
56,60,65
95,61,14
46,24,71
24,37,11
46,24,71
22,13,96
75,57,37
13,28,30
46,24,71
49,37,55
18,38,26
22,90,44
27,98,11
41,60,34
87,58,46
22,23,15
18,35,97
22,13,96
26,54,97
93,13,81
41,60,34
51,19,77
57,52,43
65,56,84
92,84,30
28,62,59
49,37,55
63,44,26
14,63,66
22,23,15
79,42,24
79,68,37
69,26,69
34,86,69
85,27,46
35,56,49
78,39,22
51,19,77
87,75,48
20,56,11
26,54,97
23,70,65
65,56,84
31,55,51
72,43,74
92,51,79
22,13,96
85,33,78
58,40,32
55,30,45
20,18,20
15,29,69
20,93,87
18,35,97
49,84,24
20,56,11
34,86,69
92,78,55
69,26,69
28,52,31
22,90,44
24,37,11
56,36,17
56,60,65
74,68,76
88,25,58
37,18,32
29,83,23
16,54,92
72,25,74
33,75,41
64,57,27
76,51,66
78,39,22
85,45,23
77,95,47
41,60,34
22,23,15
57,72,42
60,45,41
53,44,46
85,95,99
84,13,26
99,92,57
69,20,11
47,38,31
28,52,31
22,13,96
63,44,26
58,15,78
56,68,19
74,36,35
32,62,78
40,29,80
24,92,50
33,98,29
89,79,25
97,90,47
38,30,68
90,32,50
92,51,79
63,98,91
68,58,56
20,93,87
33,26,72
39,93,92
56,36,17
33,43,94
47,76,42
72,43,74
41,60,34
48,17,26
65,56,84
14,48,50
86,99,17
92,51,79
92,51,79
22,13,96
86,67,80
38,83,25
94,86,23
54,19,44
58,15,78
63,44,26
85,44,50
22,13,96
49,37,55
18,35,97
41,60,34
59,65,52
31,84,23
14,48,50
26,54,97
82,43,21
22,23,15
55,90,84
48,24,28
47,76,42
63,58,50
64,84,58
35,56,49
38,47,94
34,90,75
92,78,55
20,56,11
34,86,69
47,76,42
56,68,19
55,30,45
45,38,21
57,52,43
93,74,47
18,35,97
96,63,86
14,48,50
85,27,46
73,51,85
78,93,93
92,84,30
22,13,96
38,27,56
96,63,28
92,78,50
72,43,74
37,18,32
20,86,23
93,50,49
95,49,88
58,29,87
85,44,50
93,74,47
20,40,70
38,30,68
47,38,31
84,13,26
94,78,58
13,97,45
53,44,46
79,42,24
74,68,76
53,87,60
20,50,63
47,91,88
18,35,97
56,68,19
63,44,26
12,18,11
64,44,15
14,63,66
18,35,97
70,70,51
74,60,75
83,86,40
76,51,97
36,19,64
97,90,47
92,51,79
65,56,84
57,52,43
41,60,34
41,60,34
18,35,97
59,65,52
20,40,70
48,24,43
35,23,46
41,60,34
37,34,75
66,78,63
63,19,89
63,19,89
93,97,90
49,98,26
90,95,45
13,28,30
75,21,59
40,29,80
51,59,35
61,43,11
41,56,60
38,83,25
17,17,12
60,45,41
61,93,92
79,42,24
64,84,58
80,44,78
81,31,77
74,36,35
40,62,38
90,95,45
74,36,35
36,68,50
70,70,51
99,92,57
68,58,56
57,64,63
34,86,69
99,19,46
22,13,96
26,54,97
94,86,23
74,63,67
42,22,58
41,56,60
53,44,46
74,36,35
84,67,45
40,51,93
57,65,22
73,51,85
63,19,89
92,51,79
90,95,45
28,62,59
77,16,43
63,37,60
60,45,41
23,20,83
31,84,23
37,34,75
20,18,20
16,26,36
63,37,60
49,98,26
86,67,80
33,75,41
20,50,63
16,68,94
45,41,20
63,44,26
73,51,85
38,83,25
16,29,41
14,63,66
87,58,46
68,58,56
74,36,35
76,51,97
57,65,22
85,27,46
61,43,11
47,76,42
63,44,26
74,36,35
73,51,85
33,98,29
16,68,94
63,58,50
60,45,41
17,74,14
92,51,79
74,36,35
68,10,36
90,95,45
38,30,68
49,37,55
14,48,50
93,74,47
33,61,39
73,19,58
63,44,26
37,18,32
41,60,34
90,63,59
22,13,96
29,83,23
69,26,69
93,97,50
55,30,10
74,36,35
93,50,49
70,70,51
63,58,50
16,68,94
95,73,28
41,89,76
74,36,35
81,86,89
93,97,50
18,35,97
63,44,26
40,51,93
60,45,41
12,28,73
55,30,45
92,51,79
83,78,62
20,86,23
76,51,97
22,13,96
29,83,23
33,61,39
87,90,34
56,43,62
64,47,89
22,13,96
38,30,68
73,44,44
90,18,67
84,46,52
99,92,57
37,18,32
63,44,26
80,48,33
51,59,35
25,48,35
57,65,22
20,86,23
49,98,26
41,60,34
88,62,24
60,45,41
14,48,50
40,29,80
18,35,97
57,65,22
20,50,63
92,78,55
40,62,38
49,37,55
28,52,31
41,60,34
89,54,69
90,95,45
79,68,37
99,19,46
40,29,80
44,12,93
27,98,11
25,41,31
94,78,58
60,45,41
99,92,57
84,13,26
34,86,69
26,54,97
57,65,22
93,50,49
41,56,60
72,43,74
22,13,96
28,24,84
95,49,88
90,63,59
16,43,80
20,40,70
73,51,85
99,19,46
90,95,45
74,36,35
87,75,48
88,62,24
46,48,28
63,44,26
12,28,73
63,58,50
57,72,42
40,51,93
22,13,96
72,43,74
47,38,31
22,13,96
88,59,26
93,50,49
63,44,26
22,13,96
41,60,34
41,60,34
56,60,65
22,95,77
73,51,85
98,33,26
62,49,29
45,22,20
98,33,26
22,23,15
12,28,73
81,86,89
94,78,58
75,57,37
65,56,84
75,57,37
16,26,36
41,60,34
41,56,60
80,48,33
55,30,45
30,90,74
34,90,75
92,91,28
39,93,92
41,60,34
94,63,54
84,37,83
68,58,56
92,73,71
48,24,43
18,35,97
87,75,48
57,65,22
33,75,41
20,93,87
22,13,96
76,36,73
18,35,97
88,25,58
88,59,26
33,61,39
62,83,24
93,97,50
93,74,47
26,54,97
64,84,58
20,93,87
16,26,36
44,12,93
99,44,98
33,19,37
37,34,75
63,44,26
74,64,74
73,51,85
68,58,56
47,15,41
74,36,35
63,18,63
92,78,55
84,46,52
22,13,96
64,57,27
97,68,42
63,85,29
18,38,26
92,51,79
22,13,96
53,46,28
79,68,37
64,57,27
73,51,85
18,70,38
18,51,99
73,44,44
18,35,97
18,35,97
93,13,81
16,29,41
87,75,48
75,12,47
78,39,22
18,35,97
46,48,28
38,30,68
92,84,30
93,50,49
74,36,35
13,28,30
27,27,90
56,68,19
25,39,94
70,52,19
55,30,10
55,52,27
40,29,80
53,30,61
61,93,92
92,21,16
37,18,32
76,51,97
51,59,35
73,51,85
92,78,55
62,91,22
41,56,60
40,51,93
22,95,77
90,95,45
87,73,31
55,20,21
74,36,35
58,40,32
34,86,69
92,26,88
34,90,75
89,79,25
65,56,84
75,12,47
28,52,31
99,44,98
93,13,81
88,59,26
49,37,55
84,67,45
40,62,38
97,90,47
57,64,63
84,67,45
90,18,67
69,46,61
72,25,74
79,70,98
28,52,31
20,56,11
14,63,66
97,50,96
92,78,55
84,67,45
97,50,96
18,35,97
92,51,79
94,63,54
88,25,58
58,29,87
18,35,97
31,55,51
92,51,79
57,65,22
85,45,23
78,39,22
48,17,26
93,97,90
22,23,15
63,44,26
13,59,84
18,38,26
25,48,35
36,68,50
12,28,73
87,75,48
60,45,41
58,29,87
77,16,43
86,67,80
22,39,56
92,78,55
20,56,11
18,35,97
31,55,51
24,26,72
55,52,27
41,60,34
16,29,41
41,60,34
40,62,38
43,10,58
53,87,60
38,13,62
54,16,34
47,38,31
45,41,20
57,65,22
37,18,32
25,63,77
83,61,49
68,10,36
33,75,41
99,19,46
63,44,26
58,15,78
18,38,26
63,96,72
22,13,96
68,58,56
82,43,21
39,93,92
63,44,26
64,59,17
32,62,78
18,38,26
26,54,97
55,30,10
72,43,74
63,44,26
74,36,35
99,15,74
58,15,78
58,29,87
88,59,26
78,27,39
56,68,19
99,92,57
41,56,60
63,44,26
56,60,65
18,35,97
41,60,34
40,29,80
16,43,80
62,20,70
59,89,54
29,83,23
87,58,46
14,48,50
92,51,79
73,51,85
40,29,80
22,23,15
98,33,26
72,25,74
49,37,55
41,60,34
97,68,42
22,13,96
61,93,92
12,28,73
74,60,75
93,97,90
92,78,50
87,73,31
40,62,38
28,62,59
85,45,23
18,35,97
93,50,49
64,84,58
47,76,42
63,44,26
22,13,96
99,15,74
92,51,79
49,37,55
22,13,96
93,97,50
22,13,96
68,58,56
87,75,48
94,65,20
96,63,86
18,35,97
74,68,76
93,50,49
20,56,11
58,15,78
40,29,80
20,40,70
92,78,50
59,89,54
41,60,34
72,43,74
93,50,49
65,70,62
53,87,60
92,51,79
79,70,98
74,36,35
49,37,55
45,38,21
14,48,50
18,51,99
93,50,49
59,19,33
63,44,26
57,65,22
41,12,63
17,17,12
13,97,45
90,32,50
73,51,85
74,24,44
73,51,85
20,40,70
74,60,75
98,33,26
73,19,58
41,89,76
76,36,73
18,35,97
92,51,79
63,37,60
20,40,68
12,28,73
16,54,92
89,54,69
38,34,58
73,19,58
74,24,44
36,68,50
92,51,79
29,83,23
14,48,50
64,58,86
89,79,25
70,52,19
20,56,11
13,97,45
63,98,91
88,25,58
90,95,45
41,60,34
89,79,25
94,86,23
48,24,28
39,93,92
16,26,36
60,87,58
73,51,85
23,13,63
81,86,89
65,56,84
88,28,85
37,34,75
22,39,56
63,44,26
51,59,35
73,19,58
84,46,52
24,37,11
74,36,35
56,60,65
55,30,10
70,52,19
49,37,55
92,78,55
60,87,58
80,44,78
30,90,74
60,45,41
93,50,49
16,26,36
49,37,55
18,35,97
69,20,11
86,99,17
53,44,46
74,68,76
18,35,97
72,43,74
55,52,27
49,37,55
65,70,62
61,93,92
18,35,97
45,38,21
62,91,22
32,46,17
87,75,48
56,68,19
32,62,78
55,30,45
53,43,51
93,50,49
90,63,59
34,86,69
96,63,86
40,51,93
60,87,58
20,40,68
74,60,75
94,63,54
85,45,23
56,68,19
84,37,83
22,12,38
33,98,29
63,44,26
41,60,34
87,73,31
22,13,96
73,51,85
50,84,27
87,75,48
84,13,26
90,95,45
90,18,67
11,73,12
72,43,74
99,19,46
18,35,97
18,35,97
93,97,50
45,38,21
75,21,59
33,26,72
70,52,19
45,22,20
57,65,22
14,48,50
15,29,69
54,16,34
57,64,63
32,52,63
12,28,73
93,97,50
51,49,69
48,17,26
22,13,96
22,90,44
60,45,41
59,65,52
20,56,11
89,54,69
40,29,80
34,86,69
22,13,96
63,44,26
92,78,50
87,90,34
16,26,36
44,12,93
12,18,11
56,60,65
55,52,27
99,15,74
59,65,52
59,19,33
63,58,50
89,54,69
18,35,97
18,35,97
64,73,17
74,36,35
41,60,34
72,43,74
92,51,79
17,78,53
60,45,41
22,13,96
49,84,24
20,56,11
58,15,78
61,93,92
89,79,25
90,18,67
85,44,50
92,73,71
34,86,69
20,18,20
49,84,24
46,24,71
66,10,48
37,18,32
48,24,43
24,37,11
22,13,96
16,29,41
45,72,31
41,60,34
57,65,22
51,36,39
84,67,45
62,91,22
18,35,97
24,26,72
74,36,35
12,18,11
22,13,96
41,60,34
79,77,55
38,30,68
31,55,51
18,51,99
56,60,65
22,13,96
23,13,63
92,51,79
99,92,57
95,49,88
81,86,89
47,15,41
49,84,24
34,86,69
38,83,25
18,35,97
92,78,50
16,26,36
68,58,56
45,72,31
33,98,29
22,13,96
87,58,46
79,68,37
24,92,50
41,60,34
72,43,74
63,85,29
17,17,12
85,44,50
38,27,56
84,13,26
37,18,32
56,43,62
22,90,44
89,54,69
45,27,96
73,51,85
59,19,33
34,87,31
63,44,26
18,35,97
27,78,79
92,78,50
93,74,47
72,25,74
35,23,46
89,79,25
34,90,75
51,36,39
92,78,55
20,55,70
92,51,79
18,35,97
92,51,79
16,54,92
25,39,94
14,48,50
22,95,77
74,36,35
27,27,90
38,27,56
92,51,79
92,78,55
85,44,50
63,44,26
26,54,97
53,46,28
72,43,74
34,86,69
47,76,42
63,44,26
46,83,66
78,39,22
92,73,71
40,62,38
31,84,23
84,37,83
34,61,89
22,23,15
75,57,37
97,68,42
59,89,54
68,58,56
81,29,39
55,52,27
97,50,96
38,30,68
69,20,11
89,79,25
20,50,63
34,90,75
47,91,88
55,30,10
29,83,23
70,52,19
34,90,75
92,78,55
38,27,56
35,56,49
90,63,59
64,84,58
77,16,43
55,30,10
20,93,87
64,84,58
56,60,65
90,18,67
43,10,58
22,13,96
93,74,47
16,29,41
87,75,48
48,24,43
18,35,97
41,89,76
74,36,35
74,36,35
84,13,26
92,78,55
57,64,63
57,64,63
68,58,56
74,68,76
37,34,75
64,47,89
68,10,36
41,60,34
47,76,42
89,79,25
18,70,38
18,35,97
61,93,92
53,30,61
90,18,67
87,73,31
20,50,63
31,84,23
18,70,38
64,84,58
66,10,48
20,18,20
22,13,96
34,90,75
70,20,42
38,30,68
29,83,23
33,61,39
39,93,92
80,44,78
56,43,62
56,60,65
49,37,55
94,65,20
62,20,70
84,13,26
68,10,36
63,98,91
22,13,96
90,32,50
33,98,29
36,19,64
93,85,99
41,60,34
61,93,92
20,55,70
93,50,49
53,30,61
76,36,73
45,27,96
56,60,65
78,39,22
62,91,22
74,68,76
46,48,28
74,36,35
18,70,38
34,86,69
92,78,50
63,44,26
94,65,20
66,10,48
75,12,47
64,42,44
22,13,96
85,27,46
30,90,74
60,45,41
64,58,86
53,46,28
49,37,55
38,47,94
51,59,35
29,95,96
59,65,52
84,37,83
74,36,35
62,83,24
46,48,28
74,68,76
22,95,77
64,57,27
41,60,34
99,19,46
90,18,67
49,98,26
48,24,28
89,79,25
54,16,34
20,40,70
32,55,53
23,18,58
74,36,35
99,44,98
89,79,25
89,79,25
93,85,99
25,41,31
18,35,97
76,36,73
64,42,44
34,86,69
98,33,26
36,68,50
41,60,34
22,90,44
57,65,22
40,29,80
25,27,45
90,18,67
53,46,28
31,55,51
38,47,94
46,48,28
92,78,55
30,90,74
57,52,43
12,18,11
34,90,75
66,10,48
87,73,31
72,43,74
68,58,56
27,78,79
47,91,88
20,56,11
56,60,65
22,13,96
72,25,74
63,58,50
81,29,39
34,86,69
93,13,81
63,44,26
20,86,23
18,35,97
15,70,46
74,60,75
56,43,62
22,13,96
89,79,25
18,35,97
99,15,74
60,87,58
53,87,60
20,40,68
18,38,26
33,75,41
64,42,44
28,62,59
74,36,35
85,27,46
73,51,85
92,51,79
45,27,96
20,18,20
18,35,97
64,84,58
65,70,62
84,46,52
53,30,61
48,17,26
84,13,26
56,60,65
63,44,26
25,41,31
93,97,50
75,21,59
30,90,74
46,83,66
14,48,50
89,54,69
63,19,89
55,30,10
38,30,68
56,60,65
92,78,55
60,45,41
40,29,80
94,65,20
57,65,22
48,24,28
37,18,32
93,74,47
92,73,71
31,84,23
18,38,26
49,98,26
37,34,75
74,60,75
97,68,42
22,23,15
45,38,21
15,29,69
63,19,89
97,90,47
14,48,50
56,60,65
46,48,28
88,25,58
14,63,66
18,35,97
93,97,90
18,35,97
74,36,35
88,28,85
99,92,57
18,35,97
74,45,97
14,63,66
97,90,47
74,36,35
22,13,96
63,58,50
49,37,55
73,51,85
47,91,88
93,85,99
47,76,42
28,52,31
96,63,86
86,67,80
62,20,70
20,56,11
63,98,91
32,62,78
13,28,30
74,60,75
18,38,26
77,16,43
92,78,55
81,63,25
49,37,55
92,78,55
38,30,68
73,51,85
30,90,74
48,24,43
41,60,34
74,36,35
60,45,41
20,50,63
41,60,34
16,26,36
41,60,34
41,89,76
51,49,69
93,50,49
75,21,59
64,57,27
57,65,22
72,43,74
63,44,26
11,73,12
41,12,63
73,16,73
60,45,41
97,68,42
73,51,85
56,68,19
34,87,31
18,35,97
28,52,31
64,47,89
43,10,58
25,41,31
74,36,35
28,52,31
63,19,89
70,52,19
38,83,25
89,54,69
84,13,26
55,52,27
42,99,42
16,68,94
31,55,51
70,20,42
93,50,49
32,52,63
92,51,79
45,27,96
79,68,37
93,85,99
41,89,76
30,90,74
40,29,80
92,73,71
74,36,35
31,84,23
14,48,50
90,63,59
14,48,50
45,41,20
16,54,92
23,18,58
44,12,93
34,86,69
27,27,90
22,23,15
41,60,34
94,78,58
48,24,43
97,68,42
22,13,96
60,45,41
48,24,28
55,30,10
92,73,71
64,47,89
72,43,74
41,56,60
92,91,28
63,44,26
79,68,37
46,24,71
70,70,51
84,46,52
74,68,76
40,62,38
24,26,72
53,44,46
74,36,35
15,29,69
18,35,97
18,35,97
18,38,26
37,18,32
96,63,86
67,90,81
63,44,26
32,55,53
45,38,21
16,68,94
22,12,38
13,97,45
63,58,50
22,13,96
94,63,54
92,73,71
93,85,99
93,82,97
45,72,31
74,36,35
90,18,67
41,60,34
20,93,87
37,74,23
88,62,24
47,38,31
72,25,74
60,45,41
89,54,69
38,30,68
58,15,78
63,44,26
74,60,75
32,46,17
38,30,68
38,27,56
25,39,94
41,56,60
18,51,99
18,38,26
41,12,63
73,51,85
94,65,20
24,26,72
31,55,51
74,36,35
55,52,27
31,84,23
18,35,97
46,48,28
54,16,34
33,23,30
40,29,80
79,68,37
57,65,22
79,77,55
56,68,19
89,79,25
45,22,20
96,63,86
89,79,25
84,67,45
41,60,34
59,65,52
16,26,36
45,38,21
93,74,47
70,52,19
46,24,71
22,13,96
60,45,41
92,51,79
32,55,53
57,72,42
33,19,37
63,44,26
39,93,92
66,10,48
56,60,65
12,18,11
24,37,11
72,43,74
38,30,68
29,92,91
92,73,71
38,30,68
68,58,56
18,38,26
70,52,19
41,60,34
75,12,47
29,83,23
45,27,96
68,58,56
74,64,74
41,56,60
40,29,80
20,93,87
34,87,31
78,93,93
79,70,98
70,70,51
56,68,19
92,26,88
49,37,55
70,70,51
56,60,65
16,26,36
31,55,51
92,51,79
16,43,80
20,40,68
84,37,83
74,36,35
46,48,28
33,26,72
74,36,35
23,70,65
18,38,26
65,56,84
78,93,93
13,28,30
95,49,88
85,44,50
74,68,76
47,76,42
40,29,80
60,20,85
16,29,41
93,74,47
20,55,70
92,78,55
84,13,26
34,90,75
41,60,34
56,60,65
92,51,79
20,40,68
20,93,87
63,98,91
85,45,23
27,78,79
27,27,90
84,46,52
61,43,11
41,60,34
31,84,23
93,85,99
53,30,61
28,52,31
18,35,97
17,29,40
85,45,23
76,51,66
56,60,65
60,45,41
56,26,54
60,45,41
23,20,83
76,36,73
64,84,58
88,62,24
12,18,11
93,82,97
45,41,20
86,99,17
22,13,96
92,78,55
49,98,26
38,34,58
60,45,41
92,51,79
31,55,51
49,37,55
87,75,48
41,60,34
63,58,50
92,21,16
11,73,12
95,49,88
74,36,35
89,79,25
18,35,97
63,44,26
73,51,85
89,79,25
57,26,21
40,29,80
74,36,35
65,70,62
93,97,90
47,76,42
73,51,85
88,38,70
64,84,58
16,43,80
48,17,26
20,40,68
90,18,67
90,95,45
18,35,97
74,36,35
56,60,65
20,56,11
74,36,35
37,34,75
38,30,68
89,24,79
70,52,19
61,43,11
63,98,91
11,73,12
90,95,45
93,82,97
94,78,58
68,58,56
53,44,46
95,49,88
56,60,65
57,64,63
41,60,34
73,51,85
74,36,35
76,36,73
60,18,60
73,51,85
18,35,97
81,63,25
26,54,97
25,27,45
32,46,17
14,63,66
92,91,28
20,56,11
53,46,28
22,13,96
79,77,55
74,36,35
41,60,34
60,18,60
84,13,26
41,60,34
18,35,97
97,50,96
41,60,34
90,18,67
80,44,78
12,28,73
35,56,49
95,49,88
14,11,46
97,68,42
41,60,34
20,56,11
75,57,37
55,30,10
27,27,90
57,52,43
57,52,43
60,45,41
79,42,24
73,51,85
85,44,50
26,54,97
80,44,78
85,33,78
51,36,39
38,27,56
75,21,59
65,70,62
38,27,56
22,13,96
74,60,75
74,45,97
63,58,50
16,68,94
55,30,45
20,56,11
64,47,89
22,23,15
85,45,23
